GS	GeneList	Qvalues	Direction
HAMAI_APOPTOSIS_VIA_TRAIL_DN	UCHL1 TIMP3 SFRP1 FBLN1 CFD CCL19 KLF2 PLTP FXYD5 EMILIN1 JUN SLC15A3 CCDC85B SPON2 CD19 FOXF2 TMEM45A SLC29A1 LIMD2 KYNU COL6A1 PACSIN3 GDF15 FSTL3 ZNF329 ARAP3 ICAM1 IFITM2 ADRA2C KCNA5 MAPK8IP2 H1FX CDH2 BARX1 ADA S100A3 MYBPC2 ANGPTL4 SERPINH1 ISYNA1 BATF3 IMPDH1 BEGAIN FZD9 TNNT1 NOL3 SPHK1 SLC27A5 VCX2 FHOD1 SH3GL3 ALDOC APOE NMB SNAPC2 NRAP DHRS2 TMEM121 ISG15 GRWD1 PLEKHH3 TNNI3 SCLY GFOD1 TYMP IL24 PGAM2 DEF6 HTR1A TXNIP KCNG1 KLK6 HEYL MDK USE1 SGSH PLAUR FOXB1 ECHDC3 SH3BP1 SLCO4A1 MAGEA3 TSPY1 LRRC14 FZR1 GRIN1 ERF CXCR3 LHPP CACNA1E BLCAP INF2 TERT TSC22D4 UBIAD1 ICAM3 TRIM16 CCKBR HIF1A MEPCE ZNF688 SH3D21 MTA1 GTPBP3 IL4R EPS8L1 SEZ6L2 MAGEA6 SHC1 PRDM13 VASP HIST1H2BB BCL3 SYNGR4 SLC5A6 NLE1 SLC1A5 MAGEC1 MRPL2 CISH TRIM46 PYCR1 TAGLN2 STK16 CDC34 SSTR2 MAGEA1 SMARCD2 CHMP1A POLR3E SRD5A3 CYBA STX6 TRAF4 F12 PCDH11Y SAC3D1 FOXD2 DDAH2 ARRB1 SOX4 RPS6KA1 PHLDA2 NR1H3 ERBB2 MAOA PTPRF TRPM4 EFNA1 SERPINB1 RPP25 TP53I3 STEAP3 GALC HOXB9 PCK2 SLC39A4 VAV3 HIST1H2AE SLC16A5 FZD5	0.095958	UP
VICENT_METASTASIS_UP	SORBS2 THSD7A MXRA7 MCAM SUSD5 SNAP25 COCH TCF4 PRKD3 QPCT TAOK3 MICAL2 AIM1 ABCG2	0.0962591	UP
MUNSHI_MULTIPLE_MYELOMA_UP	FOS CXCR4 AXL ANGPT1 S100A4 LY96 JUN PECAM1 HCLS1 TGFB3 PAK3 LIFR TMC6 PIM2 NFKBIA FLT3LG JUND LDHB PFDN5 FST CSF1 MCL1 DDX18 CSF2 RING1 USF2 FZR1 SUMO4 HAX1 MSI1 ISG20 EPOR RAN CDV3 CD68 NACA TRIM32 TERT IFITM1 RHOD ACVRL1 KPNA4 EEF1A1 VAV2 XRCC5 SSR4 TNFRSF17 UBC FOXK2 PSMB1 PSME2 HSP90B1 HSPA5 RELB CFLAR EIF4G2 CD63 CALM2 UBE2L3 USP22 USP9X CALR PSMA2 CANX GAPDH FKBP2 UBB XBP1 UQCR11 ANXA2 DAD1 KATNB1 FGFR3 ZNF91 CYB561D2 DBI CNNM2 ABCC3 KRT8 GSTM4	0.0963146	UP
REACTOME_SIGNALING_BY_RHO_GTPASES	ARHGAP29 RHOB DLC1 ARHGAP6 ARHGAP15 RHOH RHOQ CHN1 ARHGEF3 TIAM1 ARHGAP10 ARHGAP25 ARHGEF4 ARHGEF6 ARHGDIB ARHGAP22 ARAP3 RAC2 ARHGEF17 A2M SRGAP2 ARHGAP24 STARD8 VAV1 SYDE1 FGD1 GDI1 FAM13B OPHN1 SRGAP3 STARD13 RHOBTB2 ARHGEF2 MYO9B GMIP AKAP13 RHOG ARAP1 RHOBTB1 RAC3 ARHGDIG ARHGAP1 MCF2 ARHGEF9 RASGRF1 RHOT2 ARHGAP19 RHOD RHOT1 PIK3R2 ITSN1 ARHGDIA KALRN FGD2 TIAM2 ARHGAP4 RHOA GDI2 ARHGAP17 ARHGAP35 TRIO RALBP1 OBSCN ARHGAP28 BCR RAC1 ABR ARAP2 ARHGAP11A CDC42 ARHGEF11 SOS1 NET1 ARHGEF18 ARHGEF12 RHOF OCRL ARHGEF16 ARHGAP26 RACGAP1 G3BP2 SOS2 ARHGAP12 FAM13A CHN2 ARHGAP8 VAV3 ARHGAP44 ECT2	0.0967138	UP
LENAOUR_DENDRITIC_CELL_MATURATION_UP	FABP4 NR4A3 DUSP1 SCRN1 ITPKB TRIB2 LPL SPP1 CCR7 PKD2 F13A1 TGM2 CD1C CCDC85B RNASE6 SULT1C2 HLA-DQB1 GATM CCL22 MRC1 GDF15 HLA-DPA1 CD83 CD86 APOC1 HSD11B1 C1QB A2M KCNAB2 CRABP2 IDO1 HLA-DPB1 TNFAIP6 SLA MMD CD74 DUSP5 CR1 STAC INHBA CCL17 ENPP2 FCER2 PFKM CCND2 PTPRO IRF4 APOE RNASE1 RRP1B CD1B FABP3 DNASE1L3 BIRC3 CSF1 ECM1 PDLIM4 LIPA SPTAN1 FCGR2A ALOX15 CD1A GAS6 AES IARS RAP1GAP ST6GAL1 HMGN3 PFKP SHB MMP12 QSOX1 PEBP1 CD59 CCNA1 ITGB5 CITED2 CCNH DPP4 ARF4 OAT SERPINB6 NCAPH CTSC SCARB1 KIAA0100 PCBD1 CYB5A SEMA3C ACOT7 CCNG2 PPIC PRKACB MGLL SOX4 ATP1B1 LGALS3BP FABP5 TFRC CAT NR1H3 SLC11A2 MAOA ABCG1 SPINT2 CCL13 CBS ACAA2 CDH1 CEBPA RARRES1 PPARG TGFA	0.0967488	UP
VANASSE_BCL2_TARGETS_DN	FEZ1 CR2 FN1 GPX3 F13A1 TRPS1 CTSG TUBG2 PLXNC1 MAP4K4 NEDD4 CFP SAMHD1 TCF7 CCR1 COL5A1 MYC BCL2 PLA2G7 PTPN14 CCND2 TRAF1 IL9R PGLYRP1 CD1D LTA DNASE1L3 ABCC1 PTPN22 MYL4 RTEL1 RNF219 PIK3R4 MPO DPH5 LIG3 ID2 USP14 MCOLN3 RBBP9 HERC6 ELL3 DENND2D BID NEBL MFHAS1 MARCKS EXOC1 CD9 MPHOSPH9 CYFIP1 MUT ANXA4 KIF20A AHCYL2 MYB	0.0969164	UP
ZHAN_MULTIPLE_MYELOMA_MS_UP	NAP1L3 TCEAL2 LARP6 MITF JAM3 RAI2 FZD2 SLC22A17 PALLD WWC2 SERPINE2 DTNA MARK1 CLEC11A CLGN PBX1 FZD8 MYRIP TEAD1 SPRY2 PPM1H MAGI1 RNF32 PCSK5 CST3 TRIM58 TMEM176A WHSC1 NRIP1 TMEM176B FGFR3 FAM171A1 LRP12 BACE2 VWA5A RUNDC3B MYO10 DSG2 AGAP1	0.0970732	UP
LE_EGR2_TARGETS_DN	OGN ZBTB16 RTN1 NR4A2 ADIPOQ MYH11 S100B FGF7 MPDZ PMP22 ITPKB MAL LPL EFHD1 PTGDS SCN7A LIMCH1 PEA15 IL16 FADS1 CLDN5 EPHB6 NACC2 FGL2 CHST2 MPZ FGF1 SLCO3A1 SNCG PRX GFRA1 SEMA6C MAPK8IP1 UTRN SEMA3B FUT8 SNCA SLC6A15 SIRT2 PIK3R1 ABCA2 MVD TMEM40 S100A1 EMID1 TIPARP CERS2 SLC1A5 SERPIND1 RNF13 CMTM6 RAP1GDS1 MT3 PCMT1 MBP MT2A CA3 MAST2 PCYT2 ADAM10 TKT CD55 FTH1 SLC2A1 NSDHL LOX EMP2 FDPS CLTB CDKN1A FAAH FDFT1 LSS IDI1 CD9 GLOD4 MSMO1 ME1 CAT MGST3 SULT1A1 TMEM30A NDRG1 ABCB1 HMGCS1 MYO1B KCNK1 SLC25A1 GJB1 ELOVL6 DHCR24 CYP51A1 GNAI1 PCK1 HMGCR MYO1D UGT8 TGFA	0.0971665	UP
RAGHAVACHARI_PLATELET_SPECIFIC_GENES	FHL1 SNN F13A1 HBB WIPF1 RAB31 TUBB2A MYLK PIP4K2A GNG11 RGS10 SPARC PRKAR2B PRKCB NRGN NAP1L1 PPBP DAPP1 PTGS1 MMD MFAP3L TPM1 PTPN12 VCL ODC1 SNCA ITGA2B YPEL5 PF4V1 MPP1 GNAS MAX ITGB3 CCL5 TSC22D1 TUBA4A RYBP RUFY1 HIST2H2BE CXCL5 LEPROT ASAH1 ZNF185 GLA TNFSF4 ITGB5 APP KIF2A PF4 THBS1 RNF11 HIST1H2BK MLH3 EIF2AK1 RABGAP1L CTTN PDLIM1 PGRMC1 PRDX6 TMEM140 RSU1 ENDOD1 TAX1BP3 CTSA PPM1A HIST1H2AC HIST1H3H	0.0976481	UP
KONDO_COLON_CANCER_HCP_WITH_H3K27ME1	CXCR4 HLX MAPKBP1 DKK2 CADM3 PCSK1N LGI2 SIPA1 COL9A1 PLA2G4A RNASET2 EFNA5 TPR TPP2 CCNA1 ACSL3 C1orf27	0.0977558	UP
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	CCNA2 CDK7 PSMC6 CKS1B SKP2 PSMB8 CDKN1A CCNE2 PSMD3 PSMA5 PSMD7 PSMD13 PSMB10 PSMD10 PSMD11 PSMA3 PSMC4 PSMD8 PSMA6 PSMF1 CCNH PSMD5 PSMB3 PSMA1 PSMA4 PSMD9 CCNA1 PSMC3 PSMA2 PSMA7 PSMD1 PSMB7 PSMD2 PSMB5 PSMD14 SKP1 PSMB6 PSME2 CDKN1B PSMD12 PSMB1 PSMD6 PSME1 RB1 PSMB4 PSMB9 PSMB2 PSMC2 PSMC5 PSMD4 PSMC1 WEE1 CDK2 PKMYT1 RPS27A MAX CCNE1 UBA52 MNAT1 CUL1 CDC25A MYC	0.0980002	DN
BIOCARTA_LECTIN_PATHWAY	C7 C3 C5 C4A C6 C2 MASP1 MASP2 C9 MBL2 C8A	0.0980862	UP
PID_EPO_PATHWAY	STAT5B INPP5D BTK PLCG2 SOCS3 PTPN6 BCL2 PLCG1 EPO STAT5A SH2B3 LYN PTPN11 PIK3R1 TRPC6 TEC EPOR RAPGEF1 RAP1A HRAS MAPK8 CBL VAV2 SHC1 IRS2 JAK2 STAT1 GRB2 BCL2L1 NFKB1 GAB1 CRKL MAPK14 SOS1	0.0981726	UP
BENPORATH_NOS_TARGETS	CTGF THBS2 DPYSL3 SFRP1 FEZ1 TNC SULF1 OLFML3 ZEB2 PRKCDBP TCF7L1 CDK14 OBSL1 ROR1 LAMA4 DPYSL2 FGFR1 SNRPN IFI16 FGF2 HHEX TRIM22 DTNA SGMS1 DUSP6 FZD10 ZFP36L1 NAALAD2 MSC BAMBI PIPOX GJA1 CACNA2D1 KCNN2 LEFTY2 BMP7 ENPP2 TAL1 LRAT POLR3G CDK17 SKIL LRFN3 PRDM14 KANK1 PRR11 SOX2 FOXO1 EXOSC9 KDR FUS REST NUCKS1 ZIC1 RNF24 JARID2 SET MLLT10 PHF8 PNISR RNF219 LHPP SRSF4 KAT6A MAN2C1 ATP6V1G1 HESX1 TCF20 UBR5 GTPBP3 TAF12 STAT3 RPS3A COMMD3 MED12 DKK1 RPS18 POU5F1 URM1 RIC8B DPPA4 ATAD2 KDM3A CCDC94 CSRNP2 TSC22D1 MGEA5 NANOG RAD54B TLE3 KLHL5 VPS52 BUB3 PTPN2 USP7 FBXW11 ICMT ANKRD1 SLC44A1 PARG NEBL B3GALT4 HAS2 RAB5A DHRS3 DUSP12 UFM1 RBM22 H2AFJ UBE2D3 GNPTAB PDCL HMG20A EPHA1 ADD3 ORC1 CDYL SALL1 TALDO1 NFE2L3 PPP2R3A ZIC3 CAPZA2 RIF1 CDC7 BUB1B CPT1A DHDDS TRIM24 FGFR2 PPP2R1B HN1 JUP TBL1XR1 TOP2A GRHL2 CA4 CDC14B SPAG9 TDGF1 KLF5 CA2 KIF15 MTM1 FRAT2	0.0981965	UP
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	PXMP2 PDZD8 CASP6 LAMP2 PNPLA4 IFT74 APEH RAB4A HSDL2 MAGT1 PRSS2 IMPACT LYPLA1 FABP5 HELLS PLAGL1 CPSF6 GCSH SPAST SMC5 PTPRD IBTK ADK BRCA2 CNOT8 LSM5 TTC37 NUDT2 FAM149B1 PFDN4 TAX1BP1 NUP160 PRKDC ADCK2 ZNF84 SEC61A1 CHPF2 CCT6A THOC7 NUP54 ZFX ARL1 RB1 SMARCA4 TCEB1 EXOSC10 RPL18 SPATA7 RPL36 CAD AGBL5 NOP56 UBA2 NUCB2 ITPR2 CLGN NFYB FLT3 TMSB15A CDH2 NAP1L1 IGFBP7 PHGDH	0.0982118	DN
ZHAN_LATE_DIFFERENTIATION_GENES_DN	GPR183 MYBL1 BCL6 RHOH LCK ADA LRMP TCEA1 MARCKSL1 EPHX1 SYK BIK SORL1 KLK1 CKS2	0.0982542	UP
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_UP	RGS1 CXCL13 CCL19 PCDH9 JUN CXCL2 ANXA5 CXCL1 CCL20 CRHBP IL1B CXCL3 TRA2B CCL8 CXCL5 TNFSF4 NFAT5 SOD2 CXCL6 ZBTB10 HIST1H2AC EMP1	0.0982738	UP
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	FN1 VWF RASGRP1 TLN1 RAPGEF3 RASGRP2 FGB APBB1IP ITGA2B RAPGEF4 AKT1 FGA CSK PTPN1 ITGB3 RAP1A PTK2 SHC1 PDPK1 GRB2 RAP1B FGG SRC SYK SOS1 CRK	0.0983024	UP
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	PSMC6 PSMB8 PSMD3 PSMA5 PSMD7 PSMD13 PSMB10 PSMD10 PSMD11 PSMA3 PSMC4 PSMD8 PSMA6 PSMF1 PSMD5 PSMB3 PSMA1 PSMA4 PSMD9 PSMC3 PSMA2 PSMA7 PSMD1 PSMB7 PSMD2 PSMB5 PSME4 PSMD14 PSMB6 PSME2 PSMD12 PSMB1 PSMD6 PSME1 PSMB4 PSMB9 PSMB2 PSMC2 PSMC5 PSMD4 PSMC1 TP53 RPS27A UBA52 ATM	0.098475	DN
GAVIN_PDE3B_TARGETS	TFPI SYT11 F13A1 TGFB1 LAMC1 ENTPD1 EBI3 NCF4 FGL2 CYBB IL2RA CTLA4 IL10 GZMB SYPL1 HMOX2 NT5E TNFSF10 SYTL2 IL18	0.098553	UP
BIOCARTA_CTL_PATHWAY	ITGB2 ITGAL ICAM1 CD3D CD3E CD247 FASLG PRF1 GZMB B2M CD3G HLA-A FAS	0.0989613	UP
LANDIS_ERBB2_BREAST_TUMORS_65_DN	SRPX SDPR DPT ACTA2 CCL11 HTRA1 CXCL12 GPX3 NRP1 COL6A3 PENK LUM TMEM43 GYG1 PTGES PHLDB1 TSC22D1 APLP2 DERL1 ATP1B3 KLF4 ADIPOR2 MARCKS HEPH CHPT1 PDE8A PGM1 ACAA2 HADH PHYH BCKDHB CPT2 GPD2	0.0992056	UP
BIDUS_METASTASIS_DN	CLU TFPI ARHGAP6 COX7A1 F13A1 PRRX1 GYPC CORO1A RGL1 SPON2 SIRPA ACTN1 TSPAN4 GMFG SASH3 TRPV2 AQP1 ENG HLA-DRA CCR10 GATA2 ITGAL TLR5 ZBTB20 DRAM1 CD34 PHLDA3 KLHL22 MR1 DAB2 MS4A6A FADS3 RASSF4 SLA MARCH2 BIN1 STAB1 PTP4A3 GABARAPL1 CLEC11A CIRBP SELPLG ACACB EHD1 FRMD4A AHR C19orf60 DDX24 TTC17 IRF3 PPFIBP1 AKAP13 DOK1 SLC25A37 NME3 DUOX2 ZBTB17 EP400 SIL1 NR1H2 HP NAGK MAN2B1 PHF20L1 GALNT6 GTF2F1 INO80D PIP ATP8B4 STK11 CTBP2 NBN MUM1 PTK2B CKMT2 TNFRSF1A R3HDM1 N4BP2L2 RND1 KLHL2 GSDMD ISOC2 EIF1B HEMK1 CFLAR C19orf24 PSME4 CHPF2 TULP4 PLEKHA2 ZNF45 BRMS1 B4GALT1 SYK FAM3A STK17B RAB4B SIDT2 TOB2 RASSF7 ZSCAN16 ZCCHC6 METTL7A PDE4DIP NPL TMEM50B RIN2 BRWD1 SECISBP2 PDK2 PGAP3 PARM1 CPPED1 RNASEL SLC25A20 TFDP2 MKKS NUDT6 MVP ANO10 SEMA5A APOL6 VWA5A PRPF18 TBC1D8B ACADS TMC5	0.0997191	UP
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	AHNAK2 MFAP5 C7 KRT24 DNAJC6 PLP1 NNMT CR2 TGFBR3 MAP1B BACH2 SERPINA3 MYBL1 MS4A1 RRAD ST8SIA1 TCL1A CHI3L2 S100A8 TPD52L1 PROS1 ITGAL ST6GALNAC5 CD72 PRKCB PDPN CRABP2 SLC26A4 MAP2 MSLN ICAM4 MFAP3L LAMA1 ACSS3 MMP7 GSTA1 SLC6A13 S100A9 ACACB S100A7 BICD1 SERPINB4 SLC6A15 DNASE1L3 FZD8 GFOD1 NTS CUL9 SPRR1A SPRR3 ARSD FBXO2 DCX S100A12 MAGEA4 KRT23 MAGEA3 SERPINB3 GRIN2A GABRP CLCA2 TRPM8 SLC6A14 ABCA12 PRR4 UPK1B C19orf33 PDK4 TMPRSS3 ABI3BP ART3 TF KRT4 SCEL MAGEA6 GREB1 MAGEA11 CXorf57 MCOLN3 CCL7 KRT7 KRT14 CXCL5 GC PI3 S100P KRT6B ZBTB43 MMP28 AADAC ELF5 CFB IL13RA2 ASS1 UGT2B4 SULT1E1 DOCK5 CXCL6 NPY1R ABCA5 LCN2 SPRR1B CTAG2 RAB40B CEACAM6 SERPINA1 ZNF322 DACH1 SLC4A4 TFCP2L1 PDZK1IP1 PIGR RARRES1 ANPEP NQO1 PROM1 DEFB1 ACSM3 RNF128 OLFM4	0.0998352	UP
IGLESIAS_E2F_TARGETS_DN	DMBT1 HIST1H1C REG3A CEL PRSS2 NNT REG1B MT2A CASP9 GNMT LOR ITIH4 IGF1	0.0998815	DN
REACTOME_MITOTIC_PROMETAPHASE	MAD2L1 CENPA ZWINT CDC20 ZWILCH PPP2R1B SPC25 NDC80 BUB1B CENPN KIF2C NUP37 ZW10 SKA1 CDCA8 SEH1L KIF18A PPP2R5A PPP2CB NUP85 BIRC5 PMF1 DSN1 KIF2A PPP2R5E AURKB PPP1CC NUP107 PAFAH1B1 SEC13 SMC1A NUP133 NUP43 CENPM STAG1 SMC3 BUB1 NDEL1 ITGB3BP RAD21 PPP2R1A RANBP2 AHCTF1 BUB3 PPP2CA B9D2 CKAP5 PLK1 ERCC6L KNTC1 NSL1 PPP2R5D CENPQ MIS12 STAG2 INCENP PPP2R5C MAPRE1 RPS27 CENPO RANGAP1 TAOK1 XPO1 CENPT NUDC CENPI PPP2R5B CLASP1 CLIP1 MAD1L1	0.0998868	DN
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	C5orf30 MAD2L1 AUH SLC16A1 HK2 AFG3L2 TXN IDH3A ACVR1B ATP13A3 RMND5A ADSS UBE2K LYPLA1 GLOD4 FH ISCA1 HSPE1 CYCS NDUFB6 EIF4E ZMPSTE24 HIRA ACP1 G3BP2 PRMT3 PSMG1 TMX1 IARS2 ATP5C1 EI24 TGDS FAM120A HPRT1 RABGGTB ZC3H14 RNF114 USP10 PDIA6 UBE2G1 ALG8 POLE3 FASTKD2 PMPCB SLC25A17 COX11 OAT ZZZ3 TFAM ACTL6A EIF4A3 CHERP APP H2AFY AASDHPPT ZNF330 CCT5 PTGES3 WRN KPNA2 YY1 PFDN4 HSPD1 ITPA TRIAP1 MRPL3 SEC13 SRSF1 TIAL1 NUP153 TARS SRSF8 SERBP1 DCUN1D4 ZC3H15 SERP1 NAE1 CCT8 EPRS EIF3A FBXO21 C12orf29 PSMD14 SNRPF SARS KDSR BUB3 HDAC2 EIF2S1 API5 TOMM20 DDX1 PGAM1 DHX9 NOP16 BTF3 CCT2 COPS2 TCERG1 NUFIP1 SSBP1 DCTD EXOSC8 U2AF1 HNRNPA1 ETF1 IPO5 UBE2N NUP93 FBXO9 CNBP DNAJC2 IARS CBX3 NOLC1 YARS RAN ZBTB11 SMARCC1 NUP98 PNO1 NGDN TFAP4 RANBP1 GNL2 GARS OTUD4 PWP1 ATXN10 EEF1E1 DDX19A DARS ALX1 ANP32B SSB UBA2 XPOT SLC3A2 CYP2A13 LDHB BLMH MNT DDX10 DEAF1 DIMT1 NUP210 MTHFD2 SLC39A6 CEBPB CSNK1E NR2F2 PRPS1	0.0998886	DN
SUMI_HNF4A_TARGETS	BDH1 CYP4F3 MEP1A ALDH6A1 ABHD2 NMT2 TNFSF10 FABP1 IL22RA1 UNC93A SLC6A4 LGALS2 AKR1D1 DIO1 CYP19A1 SLCO2B1 BHMT SOAT2 ZNF22 SLC47A1 ATP6V0E2 SULT1C2 SFXN3	0.0999231	DN
HUANG_DASATINIB_RESISTANCE_DN	KIAA1324 PLCH1 PLCB4 SLC25A15 CA12 IGFBP2 ABCG1 TFF1 TPD52 GPD1L CHPT1 ABHD11 SLC35A1 CLDN3 SPIN1 CERS6 BBIP1 TOB1 CLN3 ICA1 PDCD4 EMP2 UBL3 ISOC1 CYB561 CRNKL1 SCARB1 ACSL3 TRIM13 SLC38A1 YME1L1 MYEF2 LUC7L3 C14orf93 VPS37C PRLR CALM1 CBX5 GREB1 TBC1D30 METTL9 SLC1A2 EPB41L5 CDC42SE1 IRX5 EPS15L1 ASCL2 MEGF9 ACSS3 SLC16A6 ABCA3 MAPT TRPS1 SORBS2 RHOB	0.0999347	DN
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN	RFC5 KIF4A KIF11 CEP55 AURKA MELK DTL KIF20A TPX2 SPC25 CDC6 CENPF ENDOD1 CENPN KIF2C KIAA0101 CDCA8 NCAPH HJURP FAM204A MNS1 POLD3 MCM7 MORC4 MTMR1 TOR3A ELAVL1 CDC45 KIF20B DONSON PSMC3IP TRIP13 AQP3 TMSB15A CDKN2C MYBL1 PDLIM3	0.100036	DN
IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	GGH RAD51AP1 MKI67 MUT MTMR2 PLK4 SLC30A4 HAUS6 GEMIN2 ADK ZMYM2 HMGB2 DNA2 PIAS2 HEY1 MAPRE1 SLC8A1 CEP57 FAM111A CLSPN C17orf53 PSIP1	0.100069	DN
LI_WILMS_TUMOR_ANAPLASTIC_UP	CENPA TTK MKI67 CENPF NUSAP1 KIF2C G3BP2 CDK1 NCAPH PCGF3 KPNA2 RFC3 CCNA1 HTT HAT1 CDCA3 RAD54L KPNB1 RFC4	0.100158	DN
PIEPOLI_LGI1_TARGETS_UP	FGF13 HLF TIMP3 CTNNA2 FGL2 RYR2 MAF DIRAS3 EPHA5 CST7 MAGEA5 BCL2L11 TNFRSF11B NNT HMGB3	0.100351	UP
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	UGT1A9 HMGCS2 PPARG ACOX1 HMGCR CPT2 PPARGC1A AGT ARNTL ALAS1 PEX11A HMGCS1 NPAS2 ACADM TBL1XR1 PLIN2 FABP1 CDK8 MED14 CPT1A TNFRSF21 MED20 PPARA ME1 YAP1 FDFT1 NCOA2 TXNRD1 ESRRA MED23 NCOA6 CCNC MED21 FHL2 SREBF2 MED17 CDK19 NCOR1 RXRA MED7 MED6 EP300 MED9 MED4 MED18 MED24 MED31 APOA2 ANKRD1 MED8 MED25 HDAC3 ACSL1 CLOCK NFYA TIAM2 MED12 TEAD4 TGS1 NCOA3 MED16 CYP4A11 SREBF1 MED13L SULT2A1 CREBBP NR1D1 MED27 NRF1 MED15 CD36 TEAD1 CYP7A1 ABCA1 CYP1A1 NCOA1 MED1 MED22 APOA1 TRIB3 RORA NFYB TEAD3 ANGPTL4 TBL1X ABCB4 GLIPR1 FADS1 G0S2 SMARCD3 WWTR1 CTGF	0.100482	DN
TOMLINS_METASTASIS_UP	RAB6B GRK5 DVL3 RHBDF2 CDKAL1 CAMKV EVC RIMS2 NEDD8 FAF1	0.100488	UP
BIOCARTA_MCM_PATHWAY	ORC2 CDC6 ORC5 ORC4 MCM4 CDT1 ORC1 MCM2 ORC6 KITLG MCM7 CDKN1B ORC3 CDK2 MCM6 MCM5 CCNE1 MCM3	0.100701	DN
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN	PALMD ZCCHC24 SNN KIAA0922 CNR1 JAKMIP2 ZNF135 INSM1 KLHL11 BAIAP2 EHMT2 CD8B DHX58 POLD1 MRPL28 PDLIM2 TTLL4 CASP8AP2 ANKRD40 TRIM21 ASF1B ESPL1 LMNB1 FBN2 CA12 DDX60	0.101039	UP
VERRECCHIA_RESPONSE_TO_TGFB1_C5	ITGA5 NME4 ITGA4 EPHA2 MMP2 DVL3 ILK SEMA3F FGD1 WNT8B ARHGAP1 SMO MMP11 EFNA5 ITGB8 RHOD ITGB3 TNFRSF1A CTNNB1 CTNNA1 DDR1	0.101124	UP
MCCLUNG_CREB1_TARGETS_UP	FOS CTGF INA MPDZ NEFM CDK14 STMN2 PTGDS SERPINI1 FSTL1 OLFM1 PLS3 BASP1 ADARB1 SST NACC2 TSPAN5 SCN1B CDH13 NOV TRPC4 NR2F1 MEF2C KLF10 SYP BDNF MOBP TUBB3 DIO2 FBXW7 GABRA1 FGF12 FAM3C NEUROD6 STX1A CD99 NEUROD2 SEMA7A STMN1 CADPS BCAT1 ADCYAP1 MMP16 STMN3 C9orf16 CCK NDRG3 FABP7 LMNA GNB1 AQP4 ID2 ASH2L TUBA4A SYT17 SYT2 TBR1 ELAVL2 CERK SERF2 SSTR2 IFT20 UTY GLRX3 SH3GL2 CAP1 H1F0 BZW1 HIVEP1 UQCR11 TMEM160 LAPTM4B OSBPL1A ARF6 NDUFC1 ACOT7 PTPRD HSD17B12 OCEL1 ACYP1 ESRRA IDI1 NPY MGST3 ADCY6 SMAP1 RALA AUH CRYL1 HSPA1B	0.101162	UP
DIRMEIER_LMP1_RESPONSE_LATE_UP	FEZ1 RFTN1 SERPINB9 TUBB2A RUNX3 CCL22 FSCN1 SLC7A5 PIEZO1 TNFRSF1B SWAP70 MDFIC CD44 PLEK CD40 AHDC1 MTHFD2 IRF5 BATF STAT5A LYN TRAF1 SPIB NFKB2 RHOG STIP1 POM121 VOPP1 OTUD4 GARS NBN ETF1 SRRT IL4R HUWE1 TRIP10 RPS28 CARS FASN CFLAR SQSTM1 SLC7A1 ANP32A CSNK1D NFKB1 BZW1 DHCR7 CRIP1 TNIP1 CD58 MARCKS LITAF ATP13A3 SLC20A1 HMOX1	0.101189	UP
VERRECCHIA_RESPONSE_TO_TGFB1_C4	THBS2 TNC COL16A1 RAC2 NOTCH2 MMP17 PAK2 LAMB1 MTA1 RAC1 THBS1 EPHB2 MMP1	0.101209	UP
