GS	GeneList	Qvalues	Direction
PLASARI_TGFB1_TARGETS_10HR_DN	ADAMTS1 OGN GAS1 PEG3 MEIS2 SDPR IGFBP5 PALMD THBD SYT11 PPP1R3C TGFBR3 FGF7 LDB2 RUNX1T1 CAND2 CYP1B1 PMP22 DCLK1 ADAMTS5 PCDH7 THSD7A PCDH9 LPL DIXDC1 FAT4 STMN2 FBXL7 PDE1A IRS1 TRPS1 SLC24A3 CD93 PER3 PLCB1 LAMA4 PRRX1 SEMA3A SERPINB9 EPHA7 VCAM1 TCEAL1 SLC16A4 EVI2A DZIP1 MPPED2 SH3BP5 ZFHX4 NPR3 IGF1 RASGRP3 PRKAR2B ARID5B ARNT2 LUM AQP1 MRC1 PDP1 CTNNAL1 FOXC1 SCARA3 LIFR PDE5A CELF2 DAB2 SVIL CBX6 CDH2 CLIP4 MSH6 PLEK DBP DIRAS2 TOX ZNF467 MAP2 LRRN3 KCND2 GAMT C3AR1 SH3BGRL WDR19 MEF2C IL6ST PIK3R3 EYA4 RFC4 RARB IFIT1 CENPJ NR1D2 TLE6 KLHL24 PHIP PBX1 ANGPT2 SMARCA2 SERHL2 AGTR2 CYP7B1 ZIC1 SIX1 PIK3R1 STMN1 CD36 GBP1 SIM2 MMP16 EYA1 IL1RN NFIB HOXC10 CDC42EP2 MMP11 AMPD3 RAB30 RCBTB2 GSTM2 PRIM1 PDK4 USP18 ZFAND1 BNIP3L SLC14A1 PDLIM2 EIF2AK2 STAT1 LPAR4 NFIX KITLG SESN1 HERC6 PDGFRA RND3 IFIT3 ZFR SHOX2 ITGB3BP BUB1 EPHX1 GULP1 ARHGAP28 ABLIM1 RFC3 PTEN DHRS3 PTX3 TK1 TRIM37 RTP4 GLRX ADM GAS2 METTL7A EDNRB TRIM21 NMI TCF7L2 AUTS2 MAN1A1 UNC5C PTPRD IFIT2 MARCKS NUSAP1 LMO7 ARL6IP1 CDKN3 MLLT3 REPS2 CD24 FGFR2 SORD RNASEL MKI67 ZWILCH SLC12A2 TRIM2 SERPINB1 ACADM DTL IDH1 CCNB1 ELOVL6 MBNL3 TMEM53 MEST HMMR LGR4 IL18 NQO1 DDC	8.42205e-05	UP
BURTON_ADIPOGENESIS_9	CYR61 FOS EGR1 PTGS2 GEM AKAP12 THBS2 FERMT2 CCL2 ARMCX2 ANXA1 NDRG4 CXCL12 SPG20 SPP1 AMOTL2 VCAM1 DNM1 NME4 FZD2 ASAP1 CSRP1 TSPYL4 HCFC1R1 TPD52L1 FADS1 MAGED2 CEBPD CXCL1 RECK CNN2 TPM1 RASA4 PHLDA1 PLK2 CYTH3 CSF1 PLA2G4A GSTT1 SIRT2 IFI30 DOK1 CDKN2A CDK4 GPC4 SLC8A1 C6orf25 ID2 CCL7 CNN3 RNF13 GSTM1 SNX6 EPHX1 CITED2 PLAT GRN HEBP1 THBS1 F2R TOR1AIP2 GAS2 ROCK2 MFSD1 ID3 DDAH2 KLF4 ANXA11 CDKN2B PRKCD STXBP3 SKAP2 NEDD9 ACVR2A F3 MAOA CTNND1 LGALS9 JUP GALK2 KIFAP3	8.53435e-05	UP
RAMALHO_STEMNESS_DN	MLLT11 NCAM1 MAL EFHD1 NRP1 GAS7 RELN CORO1A EVL EVI2A RGS10 ITGB2 PTPRC CSF1R CMA1 SIRPA LAT2 LY86 TYROBP CD53 PRKCB HSD11B1 CEBPD ST3GAL6 KCNAB2 CYFIP2 HDC ZAP70 BIN1 GSN CBX4 GRINA RGS14 PGLYRP1 ROGDI B4GALNT1 GRIA2 COL11A2 ZDHHC14 NIN STMN1 CD68 SLC11A1 ACVRL1 RBMX CST3 CTSB CD47 CLEC4A BMP1 PPP3CA AP2A2 ABLIM1 RTN3 ABR ARG2 PPP2R5A HSD17B8 CTSS PAPSS2	8.64968e-05	UP
VILIMAS_NOTCH1_TARGETS_UP	EGR1 BCL2A1 EGR2 CD69 NOTCH3 CCR7 IL10RA JUNB THY1 CX3CL1 LCK GATA3 CD2 CD83 NFATC1 TRAT1 ICAM1 CD86 CD3D TOX CD74 ZAP70 CD28 LAT P2RY10 NFKBIA TRAF1 CTLA4 BIRC3 PTCRA NFKB2 CD7 RAG1 IRF7 IL12B CCL5 HEY1 CD80 RAG2 GZMB ID2 RELB CD3G TARP BIRC2 RRAS2 GZMA DDR1	8.76817e-05	UP
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN	VNN1 TCEAL2 GUCY1A3 DMD HLF TFPI CH25H TGFB1I1 RBPMS ARMCX2 CXCL13 CCL19 PCDH9 SELL LIMCH1 HLX CD200 EVI2A SH3BP5 CXCL2 PTPRC IFI16 CREM HLA-DQB1 FNBP1 ANXA5 HLA-DQA1 CLEC2B CYTIP TRIM22 TCF4 GLIPR1 HLA-DPA1 ERG BAALC DUSP6 SVIL CXCL1 HLA-DRB4 CD44 IDS CD40 AREG BCL11A INHBA RABGAP1 ALOX5 TM4SF1 IL18R1 CRHBP ADAM8 IL1B BIRC3 PPFIBP1 GBP2 C3orf14 CXCL3 RPL31 PTGER4 SPTBN1 ADAM28 PMCH HIST2H2BE TRA2A CD59 TNFSF4 TSPAN31 TPBG H1F0 NFAT5 SORL1 OPTN NRIP1 CTSO CXCL11 TCF7L2 SOD2 CCNG2 CXCL6 MLLT3 TNFSF10 ENPP4 TSPAN6 MYO5C HIST1H2AC EMP1 MPZL2 AKR1C3	0.000102823	UP
AMIT_SERUM_RESPONSE_60_MCF10A	CYR61 EGR1 PTGS2 GAS1 CTGF NR4A2 EGR3 TNC RHOB VGLL3 HBEGF FN1 CALD1 KLF7 BHLHE40 EREG TCEAL1 MAGED2 MAFB IER2 TRIB1 CYBRD1 DUSP5 TNFAIP3 CCL20 PNRC1 INHBA SGK1 MAP3K8 TM4SF1 PLK2 ELL2 POT1 MBNL2 PTGER4 ITSN1 PMAIP1 IRS2 PIP5K1A SERPINB13 BMP1 ZC3H12A COBLL1 ETS2 FRMD4B STK38L PDLIM5 TGIF1 PCBD1 RCAN1 SOX4 PXMP4 SCD SLC35D1 TUFT1 C1orf116	0.000104077	UP
CHIBA_RESPONSE_TO_TSA_UP	FOS FOSB CTGF TIMP3 CAV2 ITGA7 HBEGF VEGFC TGFB1 JUNB COL1A2 PECAM1 ARHGDIB LUM SOD3 PDGFRB NGFR CDKN2C MMP19 ANK1 TIMP2 TRIP6 EFNB3 RHOG CD8B RING1 SIVA1 CD36 MMP13 PLA2G6 MMP11 TP53I11 QSOX1 BMP4 KRT7 VTN KRT14 BMP6 ITGA3 APRT CASP9 FASTK HLA-A BAD GLRX CD9 FBN2 JUP IGFBP2 KRT19 BSG	0.000105362	UP
TSAI_RESPONSE_TO_RADIATION_THERAPY	CYR61 EGR1 CTGF IGFBP5 CD69 TGFBR3 VEGFC HBB COL6A3 COL4A1 COL6A2 BST2 COL6A1 IL6 A2M IFI6 TGFBR2 SERPINE1 TGFB2 ISG15 IFITM1 OAS3 TSC22D1 SMAD3 VEGFA PLAT THBS1 CFB IFIT2 TNFRSF11B LGALS3BP LIPC	0.000106679	UP
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP	CYR61 CTGF ZBTB16 CNN1 ATF3 TIMP3 CLU AGTR1 TSC22D3 NID1 FHL1 CALD1 KLF2 MYOT DIXDC1 FLNC MFAP4 DNAJB5 BCL6 PLA2G5 JUN TMEM204 C10orf10 ZFP36 MYOM1 SH3BGR PER1 BTG2 NES DDIT4 FSTL3 ZBTB20 CEBPD CHST3 CEBPB CD163 HYAL2 AREG SERPINE1 CYP4B1 MTHFD2 DOCK9 C9orf3 FKBP5 ACTA1 TCAP SLC38A2 VCL TIMP4 NFKBIA CSDC2 SNAI2 RNF115 KLF9 MAPRE2 MCL1 TXNIP GLUL ZFAND5 CDC37L1 PIK3R1 SLCO4A1 ANKRD2 GADD45B LAMB1 PDK4 FOXO3 SYNPO2L TIPARP ZNF189 IRS2 CDC42EP4 RND3 RERE CCNB1IP1 ANKRD1 MT2A GADD45G REV1 FNDC3B NCKIPSD METTL7A MT1X MT1H AMD1 INSR FOSL2 MT1E IER5 ELF1 MT1F CDKN1A MT1M RRAS2 PLIN2 DDAH1 NFIL3 POSTN KCNK1 XK	0.00010803	UP
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	FOS FOSB EGR1 SYNM MGP ATP1A2 TAC1 ACTG2 CNN1 CRYAB TAGLN ATF3 TUBB2B PALMD GPM6B SFRP1 FHOD3 ID4 TNC C8orf4 MYH11 CAV2 PDLIM3 RBPMS APOD ANXA1 ACTA2 LTF CFD SORBS2 DUSP1 ADAMTS5 FZD7 RRAD MAOB MYLK MAFF C10orf10 CP PER1 CX3CL1 CHL1 GATM ALDH1A3 ST3GAL6 PTN AK5 CYB5R2 MEGF6 MAP2 GABRE ZNF667 BBOX1 TFAP2B GPC3 PDZK1 ARMCX4 KIT SCGB1D2 MMP7 FAM189A2 CDH3 TFPI2 TM4SF1 ZNF83 TSHZ2 CLDN11 PI15 KRT16 SEC14L1 CFI TRIP6 ATP10D KLK7 OXTR KRT17 SLC25A37 HOXA3 BCOR KRT15 KRT23 CHI3L1 DST LIN37 TRIM29 SF1 NFIB KRT5 KCNC4 GABRP ITGB8 DSG3 BHLHE41 DSC3 TF MID1 MYBPC1 VTCN1 IQCA1 KRT7 CSNK1A1 KRT14 ULK4 PSME4 RND3 DLG5 SCGB2A2 KRT6B SOCS5 CD59 TNFRSF10B PTPN21 ELF5 NDRG2 PTX3 RAB27A MICAL3 RAPGEF2 ITGB4 EGFR SOD2 RCAN1 CHIC2 ZDHHC3 ELF3 SOX9 MET LAMC2 SERPINA1 CLDN8 TRIM2 STEAP3 LAMA3 CDC14B LAMB3 EDN3 PDZK1IP1 GRAMD3 HOXA9 PIGR RARRES1 ANPEP RNFT1 TGFA HMGCS2 COL17A1 EHF	0.000109415	UP
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	FOS PTGS2 MGP TNC LOXL1 NID1 CXCL12 CYP1B1 CDO1 C3 LAMA4 VCAM1 ZFP36 OSMR WISP2 COL6A1 PROS1 CRTAP LTBP2 CEBPB CXCL1 ZFP36L2 DPEP1 ADAM23 IL1RL1 IL1R1 PDK4 STAT3 AP3S1 MAGED1 TMEM176A PTX3 TMEM176B RNASE4 CXCL6 LOX FAS DDR1 SLPI FGFR2 SLC12A2 MAN2A1 LXN VDR	0.000125505	UP
ROZANOV_MMP14_TARGETS_SUBSET	TIMP3 FN1 EFEMP1 CALD1 ANGPTL2 LAMA4 COL4A1 COL6A2 COL4A2 COL6A1 COL18A1 PLXND1 NR3C1 COL5A1 PTGS1 CHSY1 SERPINH1 MATN2 MDK HIF1A LAMB1 EMILIN2 PAEP ANKRD1 HAS2 TNFRSF11B PLOD2	0.000126999	UP
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	PCOLCE2 LOXL1 SDC2 RDX COL5A2 ROBO1 JAM2 FBN1 COL6A3 PCOLCE COL6A2 COL1A2 LAMA2 TIMP1 COL6A1 BGN LTBP2 CDH11 CXCL1 CDH2 GPC1 COL5A1 LPAR1 COL3A1 LTBP1 FOXC2 VCAN EMILIN2 SYK NT5E SEMA3C CXCL6 LOX SDC1	0.000134882	UP
WATTEL_AUTONOMOUS_THYROID_ADENOMA_DN	CYR61 OGN CTGF ATF3 C7 NR4A1 CAV2 PCOLCE2 OLFML3 RGS2 CAV1 DUSP1 PPP1R15A C3 HBB RELN JUNB FZD4 C1S WISP2 DUSP2 CD2 SFRP4 LTBP2 FGL2 DUSP5 NELL2 IGLL1 KLRK1 PODXL2 DFFA KLF6 CXCL9 IL1RL1 TRIM45 SCNN1B CXorf57 ETAA1 ZNF185 FAM46A SFPQ PPP1R7 ARL4A RCAN1 NPY1R CPPED1 CLDN4 HMGB3 KIAA1324 PROM1 IL20RA	0.00013645	UP
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	OCLN DSG2 TJP2 DSP CDH1 CASP3 DSG1 TJP1 CTNNB1 DSG3 PKP1	0.000143582	DN
FARMER_BREAST_CANCER_CLUSTER_5	THBS2 FILIP1L HTRA1 AEBP1 COL5A2 FBN1 SERPINF1 PCOLCE COL1A2 SPARC CTSK FAP CDH11 COL5A1 DACT1 COL3A1 ADAM12 SRPX2 NID2	0.000147535	UP
SERVITJA_ISLET_HNF1A_TARGETS_DN	SLC38A4 NR1H4 UGT2B15 FRK DDC UGT1A1 ADH1C VIL1 ACE2 PIGR HPGDS TMPRSS4 RNF186 SGK2 ENPEP TMPRSS2 FXYD3 CDHR2 FBP1 ANXA4 CBS MTMR11 CLIC5 GNG12 VLDLR NDUFS2 SLC37A4 MUC4 FH PFKFB2 RNASE4 PGK1 PFKL PDK1 DPP4 TPI1 ME3 AMBP TAT MSH5 TACR3 IGF1R SLC12A7 GC PRLR CDH8 TTR POU3F4 ELOVL2 CPB2 HNF4A PFKP FBP2 FFAR2 PKLR TRPM2 TM4SF4 GRTP1 ATP4A GLUL SLC26A1 G6PC2 GLP1R COX6A2 SEMA4A PCSK1 DCT PROC SERPINA10 SLC2A2 HGFAC CPN1 MLXIPL ETV5 ATP7A NPTX2 GPR137B GATM SULT1C2 HOPX PAMR1 CDO1 PPP1R1A	0.00014757	DN
LIEN_BREAST_CARCINOMA_METAPLASTIC	THBS2 TIMP3 IGF2 RUNX1T1 ADAMTS5 PKD2 MCAM PRRX1 KCNE4 SPARC MXRA8 COL16A1 LUM COL18A1 SFRP4 RARRES2 PPP1R12A ACAN EDIL3 TPM4 TBX2 TPM3 MSX1 MMP16 STAG2 IQCA1 PDGFRA PDGFA P4HB THBS1 HOXA7 POSTN	0.000149122	UP
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	ANK2 CLU TSC22D3 CCL21 CD69 CSRP2 TRIB2 ST8SIA1 RHOH TCEAL1 LY9 ITGA4 GLIPR1 CD180 GPR18 TRAF5 CD3D CD3E MEF2C PIK3IP1 CIRBP CD40LG ZMYND11 ATRX PDCD1 DNASE1L3 TXNIP POU6F1 CD101 WWP1 CSN2 TNFRSF25 TCF20 HSPA1L TXK STX16 PMCH ZNF141 HLA-A RAPSN INPP1 HES1	0.000150743	UP
HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS	FABP4 CNN1 TAGLN DMD CLU PDLIM3 OLFML3 CCL11 NDRG4 DKK3 SMTN CADM1 CLIP3 FBN1 CPE NUAK1 IGFBP7 TMEM45A COL4A2 COL6A1 UCP2 TSPAN2 NNAT ICAM1 SERPINE2 IER3 IL6 CXCL1 CDH2 ADA IFI6 TNFAIP3 MMP25 INHBA IGFBP3 BDNF APOE EDIL3 TGFB2 MX1 GABRA1 COL2A1 LRP1 SLCO1A2 VCAN NPC2 F2RL2 ABI3BP CTSB QSOX1 TACSTD2 NPPB MCM7 ITM2B RELB ITGA3 ASAH1 CUX1 HLA-C GADD45A IL32 ASS1 SDC4 ADM IGF2R FTH1 CXCL6 CREB3L1 CDKN1A FUCA1 FAT1 ABCG1 LAMC2 ACSF2 IFI27 TGFA	0.000152399	UP
NAKAMURA_ADIPOGENESIS_LATE_DN	CYR61 ACTG2 THBS2 TIMP3 TMEM47 MYH11 CXCL12 CALD1 DKK3 COL15A1 GDF15 GLIPR1 SERPINE2 SLC7A5 IL6 IER2 LRP3 SERPINE1 ZNF133 COL9A3 IGFBP3 TPM1 EDIL3 SRPK2 HCK EPOR PDE6D ABI3BP ITGA3 ITGAV SMAD3 RAI14 AIMP1 NT5E LOX HAPLN1 POSTN	0.000154092	UP
JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	RGS1 RTN1 TGFBR3 NID1 LTF CYP1B1 CALD1 KLF2 MAL GZMK CCR7 MYBL1 F13A1 HBB LBH MMP9 CSTA CRISPLD2 IL21R TUBB2A IL10RA ITGAM S100A8 GIMAP4 SPON2 ITGB2 MAN1C1 KCTD12 ARL4C LY9 PLXDC1 PVRIG RASGRP1 TYROBP LCK ITK CD27 C5AR1 NCF2 CTSH CD2 TESC IL7R TRAT1 CD86 GPR65 CPVL CCL4 CX3CR1 GPR18 SLC2A3 CEBPD FCN1 SAMHD1 FCGR3B MS4A6A PPBP CD3D MNDA CCR1 FGR CD163 DOK2 ZFP36L1 FGL2 CLEC10A CYBB NELL2 TNFAIP3 CD247 LRRN3 CLEC7A FPR1 MARCH2 ZAP70 PASK CD28 LEF1 FCER1G EPHA4 DOCK9 TGFBI GABARAPL1 KLRB1 CDK5R1 CD8A HBZ ETS1 RHD ANKRD55 NKG7 MMP8 S100A9 KLF1 KLRF1 SGK1 PRKCA RORA FYB KLRK1 HBD MEGF9 SNCA ARG1 IL2RB AQP3 CD1D CDKN2D CD14 ACSL6 IFI30 S100A12 CD8B CST7 TXNIP FCGR2A F5 BPGM MYL4 PF4V1 AHSP BCL11B ALAS2 SGSH PRF1 CHI3L1 HCK CD36 GNLY KRT1 IGSF6 ISG20 LYZ RHAG VCAN IL1RN GYPA CD5 STK17A GZMH SLC4A1 PIK3R5 S1PR5 STX11 CAMK4 QPCT PCSK5 PSAP SNTB2 XCL1 CCL5 SERPINB2 FAM46C FAM102A IL18RAP CTSB TUBB1 LILRA5 GZMB SLC14A1 CLEC4A CTSE ZER1 LGALS2 DENND2D RCAN3 CITED2 BCL2L11 PF4 PYHIN1 THBS1 TFDP1 BLVRB LDLRAP1 IGF2R NPL CTTN KLF4 IL13RA1 CEACAM8 LGALS3 TOB1 SECTM1 GZMA PLBD1 PNP SERPINA1 CA1 UPP1 SELENBP1 TMC5 CYP4F3 PTGDR XK OLFM4	0.000155358	UP
SASSON_RESPONSE_TO_FORSKOLIN_DN	TPM2 ACTG2 GEM AKAP12 CAP2 PDLIM3 ACTA2 AXL CDKN1C TUBA1A PRKD1 CDK14 FLNC RPRM DUSP14 RAB31 RGS5 ACTN1 ARL4C PLCL1 MAP4K4 RGS4 PIK3CD DAPK1 ADCY7 DAB2 TRIB1 CYFIP2 ILK TYRO3 ACTA1 TPM1 DYRK3 VCL RAB33B ACP5 MAPRE2 STIP1 CASP4 PI4K2A ARHGAP1 GBP1 NPC2 PPP3R1 RANGAP1 STK17A SMARCD1 TP53 ACTB PTPN1 PPP2R5C HSD17B1 MAP2K3 GNB1 TP53I11 PMAIP1 RASAL2 SRP72 ARL6IP5 STK25 LOC81691 STAT1 SH3BP4 TLK1 ITGA3 KIDINS220 GDI2 CAPZA1 ARHGAP35 ACTR2 ITGB5 ABLIM1 RAB5A DHRS3 THBS1 STK24 TK1 PTPRE PAWR RAB5C CARD10 ADCY9 TNFRSF11B CTNND1 PTPRF MAPK6 ATP9A KRT18	0.000155824	UP
WINTER_HYPOXIA_DN	CCL19 SYNE1 FBLN5 ARHGAP15 RHOH GYPC RGS5 IL16 HLA-DOB CD48 EVI2A LMO2 PTPRC FLI1 CD79A ICAM2 ARHGEF6 FAM65B DOCK2 ITM2A EVI2B INPP5D ZSCAN18 CELF2 ATM IKZF1 BCL2 CD28 ENPP2 PBXIP1 LRMP IRF8 TLR7 SYNRG ISCU ARL6IP5 FRZB ATP8A1 PARM1 CHPT1 TRAPPC10 SLC25A20	0.000156881	UP
NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_DN	MFAP5 NNMT ZEB2 ANXA1 GPNMB IL10RA ITGB2 CSF1R TYROBP NCF4 CD4 FOLR2 SFRP4 CXCL1 CD163 TNFAIP6 C2 RNASE1 PLAU CTSD	0.000157212	UP
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	FOS RTN1 GPM6B GREM2 ID4 ELAVL4 SYT11 INA CXCL13 SCRN1 C14orf132 STMN2 F13A1 SCG5 JAM2 VCAM1 PEA15 CORO1A FYN HAND2 MPPED2 CNR1 JAKMIP2 CSF1R LY86 TSPYL4 CSF2RB TYROBP MRC1 PKIA RGS4 MAPK10 CD53 TTYH1 SCARA3 CX3CR1 KCNA5 C1QB LST1 ST8SIA4 RUFY3 KIAA0408 RND2 MAP2 CADM4 BCL11A MAF RUNX2 TAL1 CDK5R1 GFRA1 SATB1 SCG3 OXCT1 ELAVL3 APC2 HDAC9 NAP1L2 MEGF9 CD1D ATAT1 NEUROG1 ABCD2 RBL1 MYT1 CACNG4 DCX LECT1 DLX5 GDAP1 BRSK2 INSIG1 CADPS SPATA6 NOL4 FOXG1 NHLH2 ASCL1 STMN3 PPP1R17 SLC4A5 ITGB8 FABP7 CNOT2 PRMT8 KAT2B POU3F4 EGFL6 RNH1 TBR1 PDGFRA NCAN ELAVL2 SHOX2 MDM4 PKNOX1 NEUROD4 ST18 NEUROD1 ARCN1 ALDH1A1 SLC17A6 ENY2 RAPGEF5 CTSC EDNRB SPAST CDK2AP2 NUDT21 HSD17B11 DACH1 ERMAP HPGD SGK3 PAK1 STX3 MYB	0.000157595	UP
WINZEN_DEGRADED_VIA_KHSRP	CYR61 PTGS2 CTGF GREM1 NR4A2 GEM CAV2 PPP1R3C FRY GPR183 TGFBR3 SCHIP1 HBEGF SDC2 TRPC1 SERPINI1 AMOTL2 SCG5 IRS1 DNAJB5 EREG ZFP36 LMO2 CXCL2 ADRB2 ELOVL4 PTGFR IL23A PKIA GDF15 TFAP2C SERPINE2 IL6 DUSP6 PTHLH DUSP5 SELE PDGFC CCL20 INHBA PAPPA BDNF IFIT1 CYP26B1 YPEL5 FST GPR1 CSF2 PLAUR SPRY2 CXCL3 PTGER4 YRDC CXCL10 DKK1 PMAIP1 ID2 TMC7 JAG1 SPRY4 PDGFA HAS2 CYP24A1 STK38L TNF SDC4 CXCL11 ZFAND6 IFIT2 B3GNT2 MUC13 EDN1 EDN2 ITGA6 F3 BMP2 ANKRA2 SMPDL3A F11R STYK1 CCDC68 ARL14 SLC4A4 SPINK1 TGFA	0.000158435	UP
AMUNDSON_POOR_SURVIVAL_AFTER_GAMMA_RADIATION_8G	AKAP12 LHFP SMARCA1 WWTR1 MPDZ PMP22 DENND5A CAMSAP2 RDX LAMB2 AMOTL2 RHOH LAMC1 DIP2C CORO1A HCLS1 PTPRC LAPTM5 TSPAN4 GMFG LCP1 ULK2 MFNG NCKAP1L ENAH ANXA5 INPP5D PACSIN3 CD53 DRAM1 ARHGEF17 GJC1 PTPN7 CCND1 SWAP70 CD44 KIF21B TULP3 SYDE1 SH2D2A CDK6 FXR1 TNFRSF12A GABARAPL1 IL6ST GTF3A WWOX SGK1 OAZ2 PLK2 LOXL2 ABI2 LRCH4 IL2RG DEF6 CST7 PPP6R1 NINJ2 DST TFAP2A PSD4 NFIB MAX GAS2L1 PFN2 SSBP1 DAG1 NFE2L1 ARHGAP4 BMP1 VAMP3 PPA1 ITGAV SSBP3 FAM114A1 CKAP4 TPBG U2AF2 RNF11 DOCK1 REPIN1 VRK3 PRKX SEMA3C ELF1 ENOSF1 GNA11 IGSF3 BCAR3 GNG12 ASB13 MYB	0.000160019	UP
CHASSOT_SKIN_WOUND	FOS FOSB EGR1 EGR3 EGR2 KLF2 JUN JUNB REL ID3	0.000161025	UP
MATTHEWS_AP1_TARGETS	PTGS2 CAV1 HBEGF SPP1 FLNC LBH VIM SPRY1 CD44 PLAUR STMN1 MVD IL1RL1 MMP10 BCL3 CA3	0.000161635	UP
CHEBOTAEV_GR_TARGETS_DN	MYL9 PDZRN4 THBS2 IGFBP5 GPM6B DNAJC6 FLRT2 CH25H PDLIM3 PPP1R3C SMARCA1 LOXL1 NRXN3 CXCL12 SYNE1 PRKD1 MXRA7 EFEMP2 S100A4 LIMCH1 CRISPLD2 CPE COL1A2 ANKRD6 CPEB1 NPTX1 PALLD PKIA DMPK ZSCAN18 GFRA2 RTN2 VWA1 S100A3 ZFP36L1 STAG3 LRRN3 ALMS1 CNN2 CNTN1 PTPN14 IGFBP3 CLEC11A AR IRF4 SOX21 C2 DAB1 CA8 CACNB4 TGFB2 GNA14 SORCS3 PLA2G4A IL2RG SARDH RASA3 FKBP14 TUBA8 AMY1A FKBP10 GDNF DPY19L1 PTGER4 PFN2 USP18 SLC14A1 NRCAM TSC22D1 RSAD1 ELAVL2 MYEF2 SIPA1L3 ZC3H15 PLAT ATP6V1C2 FGGY TNFRSF11B ATP8A1 MOB3B RHOBTB3 STBD1 VAV3 LRP4 SLC38A4	0.000162559	UP
WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_DN	ZBTB16 GEM EDNRA MEIS1 CD93 PTPRCAP LY86 CD27 IL7R ERG NRGN CD34 FLT3 SATB1 ITGB7 CALCRL CD244 TSC22D1 TMSB10 NRIP1	0.000163285	UP
RICKMAN_HEAD_AND_NECK_CANCER_B	OGN SYT1 BCHE BEX1 MFAP5 NRN1 NRXN3 COL21A1 PNMAL1 OMD LRRC17 ARHGEF26 HLA-DQA1 COCH SFRP4 BBOX1 GPC3 COL3A1 EYA4 CALML5 COMP ZIC1 MAGEA4 CDKN2A USP9Y MAGEA10 PRSS21 COL11A1 HRASLS MAGEA11 CNTNAP2 PTH2R NLRP2 ELF5 CDKN2B EIF1AY UGT8	0.000164122	UP
PID_AP1_PATHWAY	CYR61 FOS FOSB EGR1 FABP4 ATF3 CCL2 DUSP1 MMP9 TGFB1 PENK JUN JUNB COL1A2 TIMP1 GATA2 NFATC1 NR3C1 IL6 CCND1 CBFB MYC GJA1 MAF ACTA1 ETS1 JUND NPPA PLAU FOSL1 TRIP6 NTS NFATC3 CSF2 DMP1 CDKN2A IL10 CRTC1 DMTF1 MAFG TP53 IL5 ESR1 HIF1A CTNNB1 ATF2 CDKN1B IL2 CREB1 IL4 IFNG MT2A BCL2L11 PTEN HLA-A EP300 COPS5 BAG1 CDK1 TH TCF7L2 FOSL2 ELF1 EDN1 SP1 MMP1 MYB AGT	0.000164968	UP
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN	AHNAK2 UCHL1 TPM2 SRPX MLLT11 TAGLN CLU CAP2 ENO2 CCL2 NNMT RHOB CXCR4 ACTA2 AXL FAM107A EFEMP1 VEGFC PLTP DFNA5 ITGA5 FBXL2 ANXA6 EMP3 TGM2 PRNP JUN NUAK1 BASP1 RGS10 COL1A2 NPTX1 BTG2 ICAM2 ARL4C ARHGDIB ITM2A PKIA COL6A1 RGS4 LAMA5 BGN ARHGAP22 TRIM22 KLHL21 ICAM1 SRGN FAP SELP RAC2 IER3 IL6 NR2F2 LTBP2 APBB2 RRAS CXCL1 CDH2 CDC42EP3 CD44 LPXN CYFIP2 SELE LYL1 SERPINE1 TGFBI TFEC PFKM NISCH TPM1 PLOD1 LOXL2 RNASE1 PLAU LDHB ISG15 RCN1 SLC3A2 IGF2BP3 PLA2G4A PDLIM4 PGF AGRN FLT1 GBP2 MMP14 ECE1 SGSH SLC7A7 VCAN PROCR CHST1 TXNRD2 SRPX2 PFN2 IL4R DKK1 NRCAM TANK COL8A1 PCDH1 SLC6A8 ARL6IP5 STAT6 KRT7 TACSTD2 BMP6 MT3 EIF2B2 ITGAV CD59 TCN2 SMAD3 ITGB5 GADD45A SMURF2 MAPKAPK3 TRAM2 IL32 CTSC SLC38A6 MT1X MT1H EXT1 CAPG FHL2 MT1E MBOAT7 MT1F PRKACB CDKN1A ALDH2 ATP1B1 MECOM UAP1 TNFRSF21 LY75 SORD NMT2 EPS8 LAMC2 MVP IFI27 HMOX1 TP53I3 PLOD2 UPP1 MMP1 LAMP2 CCRL2 CLDN7 SLC1A1 ANXA3 ANPEP GLCE	0.000166686	UP
